City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2015-01-01,-15.669017169632738,178.92958016991503,0.92,18.22,17.15,54.123493148692276,0.92,27.64,133.36,0.0,0.02,0.0,28.746128270739206,Moderate
Ahmedabad,2015-01-02,27.920434430200814,297.01548046528217,0.97,15.69,16.46,25.241900696267884,0.97,24.55,34.06,3.68,5.5,3.77,156.95309183595745,Moderate
Ahmedabad,2015-01-03,166.7037686664068,201.62504289949675,17.4,19.3,29.7,38.21623280144129,17.4,29.07,30.7,6.8,16.4,2.25,33.57349955012927,Moderate
Ahmedabad,2015-01-04,27.95203885423684,207.88390913600773,1.7,18.48,17.97,7.566766115612662,1.7,18.59,36.08,4.43,10.14,1.0,150.87026048220483,Moderate
Ahmedabad,2015-01-05,89.88491807553713,46.15005050661536,22.1,21.42,37.76,24.84939938806759,22.1,39.33,39.31,7.01,18.89,2.78,127.48703659147856,Moderate
Ahmedabad,2015-01-06,41.93684574517775,63.895099470971886,45.41,38.48,81.5,35.58759149640704,45.41,45.76,46.51,5.42,10.83,1.93,92.36440319136766,Moderate
Ahmedabad,2015-01-07,161.6418790013919,212.2578578202683,112.16,40.62,130.77,36.69704045770986,112.16,32.28,33.47,0.0,0.0,0.0,165.56437840730652,Moderate
Ahmedabad,2015-01-08,76.80020832696644,173.5239042452449,80.87,36.74,96.75,-2.971597991225604,80.87,38.54,31.89,0.0,0.0,0.0,73.54508900990804,Moderate
Ahmedabad,2015-01-09,116.49859152595852,174.35562641513718,29.16,31.0,48.0,33.731437768150776,29.16,58.68,25.75,0.0,0.0,0.0,333.40711014178817,Moderate
Ahmedabad,2015-01-10,61.31115034983368,151.72967940829528,10.187800196304217,7.04,0.0,-55.24676543031058,-5.758441516518218,8.29,4.55,0.0,0.0,0.0,-19.42368516163276,Moderate
Ahmedabad,2015-01-11,97.7276170177974,91.12039514302847,132.07,55.8,24.53,33.40019933056364,132.07,25.03,6.79,0.0,0.0,0.0,90.39484272527521,Moderate
Ahmedabad,2015-01-12,-26.597867924871053,127.96889979547349,52.04,40.67,90.24,78.86399285082351,52.04,51.84,45.89,2.41,0.03,7.88,19.131253657171726,Moderate
Ahmedabad,2015-01-13,102.40933884245915,252.73584058284277,48.82,44.2,87.09,29.66658433690874,48.82,68.21,35.16,9.45,13.35,12.5,324.02317964404796,Moderate
Ahmedabad,2015-01-14,55.133763295477635,152.93701178991068,19.2,27.86,33.05,41.37357162138551,19.2,52.65,20.96,2.16,2.26,5.19,222.1627344150849,Moderate
Ahmedabad,2015-01-15,38.07687710658947,309.8310137053845,0.6,16.96,16.6,-6.847810299121736,0.6,28.89,47.63,0.14,0.04,1.35,299.08903776851656,Moderate
Ahmedabad,2015-01-16,-23.779294302370687,67.80585072888803,1.63,21.72,22.86,42.21221063470054,1.63,38.27,46.03,0.35,0.05,2.01,50.94039729032373,Moderate
Ahmedabad,2015-01-17,13.115059064412293,225.09561085109266,11.44,24.73,34.75,5.921871470254477,11.44,49.5,52.24,0.68,0.0,3.27,150.06565969299047,Moderate
Ahmedabad,2015-01-18,-10.760045228515708,74.12429865733097,6.1,25.77,29.57,27.388413960901165,6.1,48.43,53.49,0.74,0.21,2.75,132.58377589260965,Moderate
Ahmedabad,2015-01-19,-17.15256706272538,178.0779725172683,2.51,26.88,27.45,0.5984179663227138,2.51,50.03,49.48,0.26,0.02,2.8,27.653449797162864,Moderate
Ahmedabad,2015-01-20,64.76659443698992,-77.47591817710301,7.92,26.8,32.4,47.05065259754279,7.92,58.87,56.37,0.24,0.01,3.97,241.5499460367135,Moderate
Ahmedabad,2015-01-21,48.774329184817944,90.69759818354484,9.52,33.56,39.28,18.553067158891444,9.52,106.93,48.75,0.33,0.0,5.65,-15.50358838745089,Moderate
Ahmedabad,2015-01-22,-15.595459007034663,68.67812503127948,9.05,17.51,22.33,45.30693311342499,9.05,23.71,42.22,0.0,0.0,4.51,220.28131796407158,Moderate
Ahmedabad,2015-01-23,60.55372826686221,118.99986895951531,22.53,27.96,47.79,30.04063270841999,22.53,39.19,32.92,0.39,0.0,5.95,205.4641353985283,Moderate
Ahmedabad,2015-01-24,51.122527649116975,36.72055396090967,2.03,20.39,21.4,30.741341225609425,2.03,40.07,32.49,0.47,0.7,1.54,316.246579665692,Moderate
Ahmedabad,2015-01-25,37.224596951530465,129.5488361888175,1.42,20.43,20.19,7.771736425299492,1.42,58.41,39.26,0.01,0.0,0.94,149.5760446076915,Moderate
Ahmedabad,2015-01-26,34.546033390968304,213.388288005572,2.27,21.16,21.81,46.35564955893777,2.27,43.73,39.83,0.06,0.0,1.55,117.86297574134468,Moderate
Ahmedabad,2015-01-27,30.07574063141385,84.67481879244771,2.19,21.7,23.26,21.3587572766408,2.19,43.28,41.1,0.02,0.0,1.65,310.069103393879,Moderate
Ahmedabad,2015-01-28,73.24,143.74203082932905,5.72,21.11,25.84,-6.981327252492097,5.72,36.52,62.42,0.03,0.01,1.41,-226.57954827962507,Moderate
Ahmedabad,2015-01-29,83.13,196.89643209903693,6.93,28.71,33.72,50.559660756494516,6.93,49.52,59.76,0.02,0.0,3.14,209.0,Poor
Ahmedabad,2015-01-30,79.84,45.16236876156543,13.85,28.68,41.08,20.822358358731396,13.85,48.49,97.07,0.04,0.0,4.81,328.0,Very Poor
Ahmedabad,2015-01-31,94.52,273.3131284660019,24.39,32.66,52.61,71.97928625445984,24.39,67.39,111.33,0.24,0.01,7.67,514.0,Severe
Ahmedabad,2015-02-01,135.99,174.2192817356502,43.48,42.08,84.57,19.6271254281426,43.48,75.23,102.7,0.4,0.04,25.87,782.0,Severe
Ahmedabad,2015-02-02,178.33,239.66292891368414,54.56,35.31,72.8,17.995550904612003,54.56,55.04,107.38,0.46,0.06,35.61,914.0,Severe
Ahmedabad,2015-02-03,139.7,36.16221835843561,30.61,28.4,56.73,27.45433240591223,30.61,33.79,73.6,0.17,0.03,11.87,660.0,Severe
Ahmedabad,2015-02-04,80.65,51.101583906799846,2.37,22.83,24.0,88.85049204437732,2.37,25.73,47.3,0.0,0.0,0.0,294.0,Poor
Ahmedabad,2015-02-05,58.36,224.1417144866322,2.6,21.39,23.31,21.217833885634494,2.6,32.66,53.54,0.0,0.0,0.0,149.0,Moderate
Ahmedabad,2015-02-06,79.29,51.87511614541404,1.16,26.94,26.83,-18.03496307556931,1.16,67.41,59.3,0.0,0.0,0.0,190.0,Moderate
Ahmedabad,2015-02-07,88.7,172.06532093043293,7.29,31.32,37.73,54.260756221468746,7.29,80.09,44.76,0.0,0.0,0.0,247.0,Poor
Ahmedabad,2015-02-08,74.28,181.7147285917342,8.92,27.3,33.42,31.086204209230036,8.92,54.28,47.42,0.0,0.0,0.27,379.0,Very Poor
Ahmedabad,2015-02-09,113.93,104.50882761657351,4.32,24.27,26.86,-2.257135035871876,4.32,48.73,39.94,0.02,0.0,3.55,341.0,Very Poor
Ahmedabad,2015-02-10,105.39,2.80440756588267,1.41,18.21,18.75,-15.094266197907793,1.41,35.91,56.15,0.0,0.0,3.31,256.0,Poor
Ahmedabad,2015-02-11,66.52,93.97303645307022,6.34,23.8,28.24,22.890931573951065,6.34,66.58,53.14,9.7,9.63,16.49,388.0,Very Poor
Ahmedabad,2015-02-12,65.04,-18.41003589752833,14.19,30.1,44.21,16.27634275376515,14.19,65.91,31.88,7.72,17.46,2.51,288.0,Poor
Ahmedabad,2015-02-13,103.36,194.45339743457356,18.18,39.56,57.33,-11.923993340184317,18.18,80.43,40.11,11.29,24.35,3.35,510.0,Severe
Ahmedabad,2015-02-14,177.33,99.35436896006749,37.49,47.58,77.85,2.7078734997805256,37.49,99.72,36.47,17.0,52.66,6.98,761.0,Severe
Ahmedabad,2015-02-15,113.25,-164.69123761547218,15.55,30.5,44.87,16.349187630214878,15.55,69.71,33.78,10.47,28.53,3.22,475.0,Severe
Ahmedabad,2015-02-16,99.7,206.00704852884843,19.85,28.1,47.31,34.3649494973447,19.85,73.23,30.57,10.28,31.25,4.0,536.0,Severe
Ahmedabad,2015-02-17,80.61,212.37877820917853,15.96,21.04,35.67,-24.334699501751693,15.96,54.7,36.2,8.14,18.75,2.52,479.0,Severe
Ahmedabad,2015-02-18,100.79,23.35467871975662,16.24,25.93,41.91,30.029342946152372,16.24,43.11,37.43,10.0,32.41,4.04,592.0,Severe
Ahmedabad,2015-02-19,107.99,-33.33912300397105,11.25,30.09,40.47,53.29686355637378,11.25,84.86,31.94,9.2,24.03,3.25,427.0,Severe
Ahmedabad,2015-02-20,140.29,-47.5872116535148,33.84,36.14,68.85,23.941780287994227,33.84,101.53,40.98,20.12,43.51,7.48,588.0,Severe
Ahmedabad,2015-02-21,239.96,237.3599992758936,61.95,46.25,106.92,26.766466339243767,61.95,84.87,33.55,22.14,53.98,15.44,1141.0,Severe
Ahmedabad,2015-02-22,142.96,80.47803201629534,45.45,48.21,92.32,19.440855084732974,45.45,62.96,34.77,7.35,22.4,8.47,669.0,Severe
Ahmedabad,2015-02-23,238.41,61.64314765144736,77.7,55.07,131.32,37.91970148773699,77.7,89.07,37.3,50.61,163.64,28.46,1247.0,Severe
Ahmedabad,2015-02-24,118.72,171.82315850339404,12.56,32.01,42.56,43.61331701776953,12.56,61.54,38.8,16.89,46.52,6.05,411.0,Severe
Ahmedabad,2015-02-25,52.99,162.52881912932023,2.23,10.45,10.39,29.099339087462536,2.23,32.76,67.25,3.85,11.39,0.81,292.0,Poor
Ahmedabad,2015-02-26,164.45144843762841,249.15998640528403,36.84567825030508,31.15168610578733,-38.73812971761297,11.72749005690814,1.1095267525962649,2.5912269384215474,28.670805957754965,-2.797760168764335,4.041558654630423,0.944775017293833,25.73875040522759,Moderate
Ahmedabad,2015-02-27,81.18148974153048,60.29522427677207,43.76606934494477,1.2528309959558683,88.7583633916189,19.14925484528142,5.450057631902599,4.009985671479843,71.32900337240791,-12.037123713272333,-2.2284597189029043,7.261712605899492,310.06603644596396,Moderate
Ahmedabad,2015-02-28,0.6927974464909994,-47.18838407842665,-4.60655879731944,18.190905594689042,8.780432589528722,63.9353234565837,7.775563315191318,17.360453550986456,44.322436398059466,-13.212721651712087,-16.096188730158225,-8.59395926183628,196.31274965442645,Moderate
Ahmedabad,2015-03-01,61.12,72.61667458874567,3.58,16.81,20.92,-37.19691622022428,3.58,28.44,30.48,2.69,1.58,1.32,-116.93686639324014,Moderate
Ahmedabad,2015-03-02,60.78,-9.359757982130148,9.07,18.21,27.34,5.161528538506609,9.07,29.48,34.75,2.05,0.55,0.22,189.0,Moderate
Ahmedabad,2015-03-03,91.83,158.50227913411007,12.99,28.71,40.76,68.56591316592093,12.99,39.71,38.46,2.69,1.74,2.25,408.0,Severe
Ahmedabad,2015-03-04,93.88,325.83022866663146,18.21,29.38,47.01,62.10115040805339,18.21,62.75,46.79,5.21,2.55,1.55,383.0,Very Poor
Ahmedabad,2015-03-05,173.01,-20.451515907847494,48.44,42.27,90.73,38.29240662164389,48.44,78.76,59.39,9.72,9.96,4.13,780.0,Severe
Ahmedabad,2015-03-06,45.00105509001564,182.64412537733108,23.93688124250208,44.65871146947994,62.130141479318354,15.013134845507212,-3.4805359364365533,13.533414651172361,32.146814507798716,7.155829668490241,27.548981790483367,1.8774237422641247,277.5570151613872,Moderate
Ahmedabad,2015-03-07,105.45,212.23604655224483,2.5,16.1,18.66,56.71263906556448,2.5,29.29,69.9,17.77,5.75,0.39,45.31677990250644,Moderate
Ahmedabad,2015-03-08,71.56,69.9779355188843,3.51,16.83,20.32,32.64268655973104,3.51,30.28,57.16,3.95,8.01,0.63,190.0,Moderate
Ahmedabad,2015-03-09,119.8,228.76929923782123,4.13,24.07,27.9,-27.396399460967594,4.13,50.35,50.49,4.85,12.15,1.35,233.0,Poor
Ahmedabad,2015-03-10,106.71,123.03926809770239,5.39,25.59,30.51,27.87308487334039,5.39,38.85,60.17,5.58,14.17,1.74,297.0,Poor
Ahmedabad,2015-03-11,118.49,171.23798937106014,4.11,28.94,31.83,16.184533125354406,4.11,54.2,53.61,7.9,21.32,2.78,330.0,Very Poor
Ahmedabad,2015-03-12,106.01,90.1555064982347,4.28,27.31,30.54,9.273903209798572,4.28,70.29,40.91,9.45,15.54,1.71,252.0,Poor
Ahmedabad,2015-03-13,97.34,9.022516329748868,3.67,21.58,24.62,16.2920690976696,3.67,64.39,45.69,5.61,15.02,2.25,244.0,Poor
Ahmedabad,2015-03-14,83.92,84.11009746640786,6.42,25.03,30.8,34.22170823836615,6.42,67.53,34.94,8.24,21.47,3.09,234.0,Poor
Ahmedabad,2015-03-15,49.51,-36.137609314781656,3.1,14.16,16.15,-33.213768175979695,3.1,48.33,37.95,4.34,11.34,1.09,219.0,Poor
Ahmedabad,2015-03-16,30.76,168.1309063291795,2.72,14.14,16.98,-17.050673104064487,2.72,43.62,54.78,3.58,9.38,0.84,118.0,Moderate
Ahmedabad,2015-03-17,50.29,102.10887246847021,5.34,29.84,33.28,66.70881671624275,5.34,59.23,45.44,5.45,15.12,1.65,231.0,Poor
Ahmedabad,2015-03-18,57.69,62.93298366468604,25.36,29.48,54.79,11.45598702534841,25.36,58.33,52.87,9.55,32.11,4.53,286.0,Poor
Ahmedabad,2015-03-19,105.06,-8.177414208908388,46.24,37.05,82.23,28.142607865115217,46.24,53.62,45.65,20.89,75.36,12.7,883.0,Severe
Ahmedabad,2015-03-20,94.1,129.83241915822185,22.14,36.53,57.49,19.00676480607754,22.14,61.31,46.77,17.5,52.01,7.9,720.0,Severe
Ahmedabad,2015-03-21,111.89,89.73735621940656,22.25,43.29,64.53,32.28333438216063,22.25,66.44,50.57,18.03,56.86,8.86,570.0,Severe
Ahmedabad,2015-03-22,108.59,124.3876946220733,25.38,39.34,63.01,0.22147913249428441,25.38,75.8,46.68,15.78,48.41,7.07,589.0,Severe
Ahmedabad,2015-03-23,130.76,-32.0969793323124,45.61,41.03,85.76,28.56528728489415,45.61,65.77,41.58,24.12,85.31,12.56,818.0,Severe
Ahmedabad,2015-03-24,143.55,-18.726229234349006,27.3,31.15,57.16,97.34711900375919,27.3,50.98,35.38,18.61,72.78,10.15,737.0,Severe
Ahmedabad,2015-03-25,165.07,22.659833085658974,23.83,34.48,57.71,36.85736118900637,23.83,64.32,43.79,29.14,64.01,8.51,585.0,Severe
Ahmedabad,2015-03-26,166.85,89.75232954196983,17.93,43.3,60.07,48.70402796077913,17.93,79.71,53.44,24.09,67.38,9.76,616.0,Severe
Ahmedabad,2015-03-27,147.38,125.06265335770293,6.4,35.82,40.22,25.613470774467192,6.4,46.89,17.94,14.23,41.88,5.7,437.0,Severe
Ahmedabad,2015-03-28,158.25,104.94613490947458,5.86,27.89,32.65,69.27956478789801,5.86,142.36,38.54,13.67,21.24,2.83,321.0,Very Poor
Ahmedabad,2015-03-29,237.76,127.33078149609318,4.99,21.8,25.37,35.94205973744332,4.99,96.28,39.77,8.68,14.95,1.28,372.0,Very Poor
Ahmedabad,2015-03-30,133.37,189.14166264675703,3.88,17.99,21.02,-16.46256449902132,3.88,57.34,39.66,5.76,11.74,1.04,339.0,Very Poor
Ahmedabad,2015-03-31,133.3,-113.54506020332215,6.52,20.0,26.18,-5.088364501169149,6.52,51.58,59.03,9.94,21.13,2.31,339.0,Very Poor
Ahmedabad,2015-04-01,96.04,76.6628491668864,3.8,20.07,23.46,46.13864682451596,3.8,62.42,46.61,7.54,13.44,1.65,324.0,Very Poor
Ahmedabad,2015-04-02,77.69,105.7487446349445,5.24,18.87,23.06,27.494482519065507,5.24,100.48,27.14,9.49,11.77,1.6,222.0,Poor
Ahmedabad,2015-04-03,53.07,43.38732411816348,4.17,13.82,17.45,-11.95924774745076,4.17,40.36,21.76,4.47,6.94,0.42,169.0,Moderate
Ahmedabad,2015-04-04,63.11,136.1778646571673,5.63,15.5,18.49,31.073663288166507,5.63,38.21,4.72,5.2,8.17,0.73,220.0,Poor
Ahmedabad,2015-04-05,156.76,113.14503573780819,3.92,16.7,20.97,16.7859738241244,3.92,26.32,37.11,3.88,10.78,0.97,235.2150415656826,Moderate
Ahmedabad,2015-04-06,120.96,65.69054489500118,4.23,20.86,25.02,23.478407496257024,4.23,35.54,35.66,6.05,15.85,1.68,303.0,Very Poor
Ahmedabad,2015-04-07,138.63,152.09720775089386,5.65,25.47,30.67,64.16779200907101,5.65,87.43,29.77,11.25,24.67,3.12,314.0,Very Poor
Ahmedabad,2015-04-08,144.36,263.6979587861747,15.82,30.69,46.1,9.027141747770962,15.82,66.39,27.34,17.22,49.56,7.71,378.0,Very Poor
Ahmedabad,2015-04-09,85.03,53.94309364033094,3.3,26.7,27.41,-9.72873567316072,3.3,59.16,35.89,7.58,29.19,4.08,415.0,Severe
Ahmedabad,2015-04-10,134.6,86.87642884517705,5.9,26.27,28.7,57.83401464321987,5.9,34.53,7.0,0.0,0.0,0.0,43.955642150006156,Moderate
Ahmedabad,2015-04-11,61.06,151.26406980860472,3.52,14.03,17.59,26.308773626127547,3.52,8.08,19.54,0.0,0.0,0.01,126.0,Moderate
Ahmedabad,2015-04-12,39.42,-18.562293353189403,5.28,19.56,24.66,-6.54001429307495,5.28,17.66,31.3,0.0,0.0,0.0,175.0,Moderate
Ahmedabad,2015-04-13,111.86,276.5000680327978,3.89,22.51,25.17,-24.674127280021686,3.89,15.84,31.23,0.0,0.0,0.0,226.0,Poor
Ahmedabad,2015-04-14,58.37,64.647022322679,5.74,21.71,27.69,-42.42536003392859,5.74,25.9,43.92,2.15,10.46,5.4,244.0,Poor
Ahmedabad,2015-04-15,95.37,247.0492451663864,18.01,26.23,44.34,23.498301935351876,18.01,13.59,41.64,1.21,3.28,20.78,315.0,Very Poor
Ahmedabad,2015-04-16,141.3,158.90969506753595,30.8,36.88,66.53,45.38739995885692,30.8,41.06,37.66,0.66,0.01,28.13,678.0,Severe
Ahmedabad,2015-04-17,106.68,115.36066766560367,19.91,46.38,54.77,37.483075100840765,19.91,31.56,48.49,1.67,0.0,15.95,774.0,Severe
Ahmedabad,2015-04-18,109.48,163.26055653351568,4.3,20.27,22.86,25.577901800743632,4.3,46.6,31.34,0.05,0.0,6.19,285.0,Poor
Ahmedabad,2015-04-19,126.04,108.99970223921109,6.99,20.18,26.78,46.790974429487704,6.99,79.56,28.71,0.2,0.0,6.4,321.0,Very Poor
Ahmedabad,2015-04-20,71.22,259.53625517914736,16.73,21.32,37.58,-28.91072917033204,16.73,50.09,28.39,1.38,23.54,6.09,358.0,Very Poor
Ahmedabad,2015-04-21,97.87,110.67751617779237,6.3,17.96,23.45,-6.4139327937883515,6.3,13.85,34.16,0.21,4.91,2.95,357.0,Very Poor
Ahmedabad,2015-04-22,63.38,186.72376283533157,3.44,13.28,15.44,61.114362834831475,3.44,24.79,43.62,0.0,0.0,1.23,189.0,Moderate
Ahmedabad,2015-04-23,75.29,148.43495735283395,3.35,14.29,17.97,5.838009046401723,3.35,76.05,60.71,0.0,0.01,2.27,224.83169313613143,Moderate
Ahmedabad,2015-04-24,80.9,103.97998487909467,5.7,18.62,24.23,67.04990911921283,5.7,65.44,22.8,0.05,0.09,3.46,214.0,Poor
Ahmedabad,2015-04-25,103.29,161.99070787940536,4.55,19.82,23.69,1.1510645918615872,4.55,85.42,22.18,0.06,1.17,2.58,253.0,Poor
Ahmedabad,2015-04-26,107.5,155.9334143800586,5.29,15.56,19.73,20.71908552191565,5.29,74.37,10.12,0.09,0.16,2.91,239.0,Poor
Ahmedabad,2015-04-27,161.14,13.844949714492515,3.11,14.77,16.12,44.179910102179505,3.11,118.35,59.73,0.0,2.55,0.0,197.6424568143937,Moderate
Ahmedabad,2015-04-28,102.58,56.78069171457704,3.88,12.74,16.82,75.9637708134085,3.88,41.94,26.89,0.02,6.4,0.76,211.4488729983439,Moderate
Ahmedabad,2015-04-29,138.42,46.92542764749541,5.05,16.7,21.56,40.79743848689617,5.05,77.74,27.18,0.01,0.88,2.01,300.0,Poor
Ahmedabad,2015-04-30,129.04,170.95758226970557,5.69,14.86,19.66,3.799809099926833,5.69,78.27,18.67,0.0,0.0,1.54,317.0,Very Poor
Ahmedabad,2015-05-01,96.65,-15.870184763917422,4.67,15.9,20.53,-8.704024587393903,4.67,39.41,11.83,0.01,0.0,3.11,240.0,Poor
Ahmedabad,2015-05-02,126.77,207.78261093847993,15.69,23.93,39.73,24.15867703478594,15.69,93.18,36.71,0.22,0.04,10.0,344.0,Very Poor
Ahmedabad,2015-05-03,106.15,88.58219965243332,13.12,23.02,35.05,2.609204967354337,13.12,65.95,81.6,0.3,0.02,9.69,503.0,Severe
Ahmedabad,2015-05-04,86.31,154.203150222119,2.69,10.5,10.9,56.66766738870633,2.69,50.13,90.54,0.47,0.15,12.8,308.0,Very Poor
Ahmedabad,2015-05-05,83.99,91.4071156494251,2.73,0.08,2.75,36.27275802855109,2.73,34.06,69.57,0.28,0.05,8.97,227.0,Poor
Ahmedabad,2015-05-06,65.11,29.064797703191317,3.14,4.58,6.75,66.90013474739757,3.14,22.27,32.26,0.17,0.04,5.84,120.0,Moderate
Ahmedabad,2015-05-07,51.03,130.51407754062004,6.24,20.47,26.2,-11.94076239572869,6.24,15.5,31.44,0.0,0.0,1.29,158.0,Moderate
Ahmedabad,2015-05-08,38.73,296.39552521574774,8.0,19.28,26.61,12.354838614686937,8.0,20.13,25.7,0.0,0.0,2.08,177.0,Moderate
Ahmedabad,2015-05-09,61.12,250.23395209096336,9.94,17.82,27.18,-9.720968423510001,9.94,39.69,25.9,0.0,0.0,3.49,201.0,Poor
Ahmedabad,2015-05-10,58.44,-70.07424683578643,10.68,17.24,27.38,29.155142646832964,10.68,54.69,18.89,0.0,0.0,1.39,211.0,Poor
Ahmedabad,2015-05-11,61.49,172.20477920684277,11.44,16.69,27.61,47.878512465978034,11.44,42.66,18.2,0.01,0.0,2.59,221.0,Poor
Ahmedabad,2015-05-12,65.39,137.21545490059881,12.3,16.08,27.86,-4.921338858837757,12.3,27.96,22.35,0.0,0.0,2.29,233.0,Poor
Ahmedabad,2015-05-13,100.92,101.99787442925916,20.42,18.9,37.83,67.23842732373846,20.42,31.9,22.84,4.9,19.26,8.21,481.0,Severe
Ahmedabad,2015-05-14,97.48,264.7670106416668,5.31,30.02,33.62,13.427405601732838,5.31,36.05,16.26,10.6,34.91,3.85,352.0,Very Poor
Ahmedabad,2015-05-15,129.27,193.4529145338607,14.28,28.33,41.92,13.026406854086417,14.28,70.13,25.4,16.9,44.19,4.97,327.0,Very Poor
Ahmedabad,2015-05-16,129.58,307.6027478174814,21.23,28.79,45.4,54.304635981375284,21.23,17.66,34.42,20.53,85.73,11.56,577.0,Severe
Ahmedabad,2015-05-17,100.57,36.908828925478176,7.56,18.79,24.33,67.54615322723106,7.56,38.76,38.83,4.92,17.94,1.54,411.0,Severe
Ahmedabad,2015-05-18,130.34,308.65059355242147,7.14,17.43,23.72,42.47169271404283,7.14,52.07,29.05,5.05,14.0,1.3,212.0,Poor
Ahmedabad,2015-05-19,53.24,83.9186134971493,8.05,15.86,23.34,37.14286678899572,8.05,36.23,21.58,5.23,15.0,1.02,280.0,Poor
Ahmedabad,2015-05-20,42.0,37.49030557444556,10.44,18.16,21.8,-13.994741950629347,10.44,17.0,25.5,0.0,0.0,0.0,162.0,Moderate
Ahmedabad,2015-05-21,50.1,214.4538336586673,9.46,14.9,22.5,0.0020435101673186296,9.46,30.67,12.91,0.41,1.89,1.44,128.0859620306732,Moderate
Ahmedabad,2015-05-22,83.69,171.07288667943374,10.89,17.18,27.15,55.32560432920688,10.89,41.12,35.61,12.62,20.2,17.84,569.0,Severe
Ahmedabad,2015-05-23,38.88,87.88603447711611,2.18,16.28,17.74,3.8435823089792756,2.18,26.4,12.47,3.0,6.96,6.37,128.0,Moderate
Ahmedabad,2015-05-24,46.89,13.705010043229706,2.96,16.17,18.49,57.66750084315251,2.96,41.96,10.74,3.41,8.87,3.53,129.0,Moderate
Ahmedabad,2015-05-25,70.96,139.20155618241088,4.12,15.47,19.28,14.03947716825272,4.12,23.67,16.01,3.72,8.13,4.06,152.0,Moderate
Ahmedabad,2015-05-26,53.66,58.16130985419479,4.23,14.43,18.06,40.33330739674558,4.23,14.46,45.64,2.39,6.4,3.53,176.0,Moderate
Ahmedabad,2015-05-27,45.49,-105.77701792642719,4.26,13.73,17.1,62.61797158830746,4.26,12.85,71.85,2.5,5.96,3.36,167.0,Moderate
Ahmedabad,2015-05-28,60.86,38.655429484117974,5.27,16.61,21.42,18.706383681778092,5.27,14.91,41.19,3.03,9.18,6.54,106.0,Moderate
Ahmedabad,2015-05-29,51.93,-23.79023714571821,13.71,17.87,31.64,55.5582868128083,13.71,15.33,12.88,6.32,19.17,10.57,231.0,Poor
Ahmedabad,2015-05-30,77.87,233.9483171111986,6.67,17.12,23.0,6.272565583394602,6.67,46.82,16.67,4.79,9.78,5.1,327.0,Very Poor
Ahmedabad,2015-05-31,57.59,62.41069258945652,5.6,15.47,20.42,67.6000223150885,5.6,41.68,25.51,2.64,6.3,3.08,174.0,Moderate
Ahmedabad,2015-06-01,77.22,170.42703971377682,7.02,15.47,21.13,82.40532357000606,7.02,71.97,9.56,3.74,8.45,1.17,185.0,Moderate
Ahmedabad,2015-06-02,45.29,168.2926599126447,7.25,12.74,19.66,44.29715022995083,7.25,18.64,6.32,2.73,6.99,0.76,179.0,Moderate
Ahmedabad,2015-06-03,103.78,137.48594801029645,6.36,13.9,19.86,40.55017156737081,6.36,7.76,15.27,0.82,1.37,0.81,211.0,Poor
Ahmedabad,2015-06-04,25.14,145.20427693927104,6.01,18.73,24.74,59.11552943101003,6.01,38.05,38.52,0.0,0.0,0.0,192.0,Moderate
Ahmedabad,2015-06-05,87.03,220.2041859604702,8.05,17.88,25.53,2.609801232039189,8.05,23.84,48.22,0.0,0.0,0.0,310.0,Very Poor
Ahmedabad,2015-06-06,89.6,125.24171344164277,6.59,19.84,25.9,0.022366688375516475,6.59,48.05,44.78,0.0,0.0,0.0,223.0,Poor
Ahmedabad,2015-06-07,80.69,161.01270048648882,6.86,16.07,22.25,15.757590481814542,6.86,39.85,32.65,0.0,0.0,0.0,192.0,Moderate
Ahmedabad,2015-06-08,44.75,52.76817115594494,7.76,16.53,24.29,41.689372646121356,7.76,9.89,8.07,0.0,0.0,0.0,191.0,Moderate
Ahmedabad,2015-06-09,38.11,36.32260793334919,7.41,11.62,19.03,27.134367370479218,7.41,3.13,6.69,2.5,5.93,0.74,184.0,Moderate
Ahmedabad,2015-06-10,45.5,98.12515618130223,8.56,15.59,24.15,60.36868909810866,8.56,0.76,3.82,5.09,8.52,1.82,220.0,Poor
Ahmedabad,2015-06-11,36.98,200.33286470133885,8.21,11.52,19.74,43.90766872576954,8.21,0.52,5.17,3.63,8.16,1.33,215.0,Poor
Ahmedabad,2015-06-12,43.58,223.38720246342302,8.26,13.33,21.58,24.94599493806021,8.26,1.02,7.56,3.59,6.79,1.5,226.0,Poor
Ahmedabad,2015-06-13,45.49,68.99500780933698,9.63,14.91,24.53,25.28696961139683,9.63,0.81,2.94,3.67,6.62,1.17,251.0,Poor
Ahmedabad,2015-06-14,38.06,-34.522528344569395,8.67,18.57,27.25,-46.55962031854556,8.67,1.05,4.63,2.85,5.12,0.74,216.0,Poor
Ahmedabad,2015-06-15,45.41,-32.72354762584365,9.35,20.55,29.9,29.45733255653168,9.35,0.74,4.5,2.83,7.18,0.82,237.0,Poor
Ahmedabad,2015-06-16,37.71,173.48901992663934,8.54,16.26,24.8,41.05114636705714,8.54,0.87,4.6,2.52,7.61,0.81,198.0,Moderate
Ahmedabad,2015-06-17,32.37,69.8839496879384,7.53,14.36,21.89,35.32175433278231,7.53,2.17,12.17,1.88,7.92,0.69,195.0,Moderate
